day,population,activities,time,time_in_minutes
Year 2014_Saturday,Male,Personal care,12:02,722
Year 2014_Saturday,Male,Sleep,09:00,540
Year 2014_Saturday,Male,Eating,02:08,128
Year 2014_Saturday,Male,Other personal care,00:57,57
Year 2014_Saturday,Male,Employment,06:43,403
Year 2014_Saturday,Male, Main job,06:55,415
Year 2014_Saturday,Male, Job seeking, 00:00,0
Year 2014_Saturday,Male, Second job,02:56,176
Year 2014_Saturday,Male,Study,02:35,155
Year 2014_Saturday,Male, School or university,03:18,198
Year 2014_Saturday,Male, Homework,02:29,149
Year 2014_Saturday,Male, Free time study,02:15,135
Year 2014_Saturday,Male,Household and family care,02:59,179
Year 2014_Saturday,Male, Food management,00:52,52
Year 2014_Saturday,Male, Household upkeep,01:01,61
Year 2014_Saturday,Male, Making and care for textiles,00:39,39
Year 2014_Saturday,Male, Gardening and pet care,01:35,95
Year 2014_Saturday,Male, Construction and repairs,02:00,120
Year 2014_Saturday,Male, Shopping and services (excluding online services),01:16,76
Year 2014_Saturday,Male, Household management (excluding online services),00:45,45
Year 2014_Saturday,Male, Childcare (less than 17 years) ,01:44,104
Year 2014_Saturday,Male, Help to an adult household member ,01:16,76
Year 2014_Saturday,Male,Voluntary work and meetings,02:01,121
Year 2014_Saturday,Male, Organisational work ,02:59,179
Year 2014_Saturday,Male, Informal help to other households,01:41,101
Year 2014_Saturday,Male,Participatory activities,01:40,100
Year 2014_Saturday,Male,Social life and entertainment  ,02:25,145
Year 2014_Saturday,Male, Sociability,00:52,52
Year 2014_Saturday,Male, Visiting and receiving visitors,01:58,118
Year 2014_Saturday,Male, Culture,02:32,152
Year 2014_Saturday,Male, Entertainment ,03:14,194
Year 2014_Saturday,Male, Resting — Time out,00:31,31
Year 2014_Saturday,Male,Sports and outdoor activities ,02:05,125
Year 2014_Saturday,Male, Sports,02:02,122
Year 2014_Saturday,Male,Outdoor activities ,02:58,178
Year 2014_Saturday,Male,Hobbies and games,02:07,127
Year 2014_Saturday,Male, Arts,01:36,96
Year 2014_Saturday,Male, Collecting,01:00,60
Year 2014_Saturday,Male, Computing,01:35,95
Year 2014_Saturday,Male, Games,02:17,137
Year 2014_Saturday,Male,Media,03:13,193
Year 2014_Saturday,Male, Reading,01:12,72
Year 2014_Saturday,Male," TV, video and dvd",02:57,177
Year 2014_Saturday,Male," Listening to radio, music",00:58,58
Year 2014_Saturday,Male,Travel,01:47,107
Year 2014_Saturday,Male, Travel related to eating,00:38,38
Year 2014_Saturday,Male, Travel to/from work,01:05,65
Year 2014_Saturday,Male, Travel related to study,00:28,28
Year 2014_Saturday,Male, Travel related to household care,00:56,56
Year 2014_Saturday,Male, Travel related to voluntary work and meetings ,00:51,51
Year 2014_Saturday,Male, Travel related to social life,01:22,82
Year 2014_Saturday,Male, Travel related to sports,00:43,43
Year 2014_Saturday,Male, Travel related to changing locality,05:23,323
Year 2014_Saturday,Female,Personal care,12:27,747
Year 2014_Saturday,Female,Sleep,09:12,552
Year 2014_Saturday,Female,Eating,02:10,130
Year 2014_Saturday,Female,Other personal care,01:07,67
Year 2014_Saturday,Female,Employment,06:10,370
Year 2014_Saturday,Female, Main job,06:22,382
Year 2014_Saturday,Female, Job seeking, 00:00,0
Year 2014_Saturday,Female, Second job,04:12,252
Year 2014_Saturday,Female,Study,02:52,172
Year 2014_Saturday,Female, School or university,05:25,325
Year 2014_Saturday,Female, Homework,02:18,138
Year 2014_Saturday,Female, Free time study,02:21,141
Year 2014_Saturday,Female,Household and family care,04:01,241
Year 2014_Saturday,Female, Food management,01:23,83
Year 2014_Saturday,Female, Household upkeep,01:13,73
Year 2014_Saturday,Female, Making and care for textiles,01:03,63
Year 2014_Saturday,Female, Gardening and pet care,01:16,76
Year 2014_Saturday,Female, Construction and repairs,00:52,52
Year 2014_Saturday,Female, Shopping and services (excluding online services),01:23,83
Year 2014_Saturday,Female, Household management (excluding online services),00:47,47
Year 2014_Saturday,Female, Childcare (less than 17 years) ,01:59,119
Year 2014_Saturday,Female, Help to an adult household member ,01:07,67
Year 2014_Saturday,Female,Voluntary work and meetings,02:27,147
Year 2014_Saturday,Female, Organisational work ,03:20,200
Year 2014_Saturday,Female, Informal help to other households,02:04,124
Year 2014_Saturday,Female,Participatory activities,02:14,134
Year 2014_Saturday,Female,Social life and entertainment  ,02:15,135
Year 2014_Saturday,Female, Sociability,00:53,53
Year 2014_Saturday,Female, Visiting and receiving visitors,01:57,117
Year 2014_Saturday,Female, Culture,02:06,126
Year 2014_Saturday,Female, Entertainment ,02:54,174
Year 2014_Saturday,Female, Resting — Time out,00:36,36
Year 2014_Saturday,Female,Sports and outdoor activities ,02:01,121
Year 2014_Saturday,Female, Sports,02:01,121
Year 2014_Saturday,Female,Outdoor activities ,02:05,125
Year 2014_Saturday,Female,Hobbies and games,01:24,84
Year 2014_Saturday,Female, Arts,01:15,75
Year 2014_Saturday,Female, Collecting,01:00,60
Year 2014_Saturday,Female, Computing,01:07,67
Year 2014_Saturday,Female, Games,01:25,85
Year 2014_Saturday,Female,Media,02:48,168
Year 2014_Saturday,Female, Reading,01:07,67
Year 2014_Saturday,Female," TV, video and dvd",02:34,154
Year 2014_Saturday,Female," Listening to radio, music",00:36,36
Year 2014_Saturday,Female,Travel,01:45,105
Year 2014_Saturday,Female, Travel related to eating,00:48,48
Year 2014_Saturday,Female, Travel to/from work,00:53,53
Year 2014_Saturday,Female, Travel related to study,01:05,65
Year 2014_Saturday,Female, Travel related to household care,00:59,59
Year 2014_Saturday,Female, Travel related to voluntary work and meetings ,00:41,41
Year 2014_Saturday,Female, Travel related to social life,01:14,74
Year 2014_Saturday,Female, Travel related to sports,00:46,46
Year 2014_Saturday,Female, Travel related to changing locality,01:48,108
Year 2014_Saturday,10 - 19 years,Personal care,12:58,778
Year 2014_Saturday,10 - 19 years,Sleep,10:11,611
Year 2014_Saturday,10 - 19 years,Eating,01:54,114
Year 2014_Saturday,10 - 19 years,Other personal care,00:56,56
Year 2014_Saturday,10 - 19 years,Employment,07:02,422
Year 2014_Saturday,10 - 19 years, Main job,08:48,528
Year 2014_Saturday,10 - 19 years, Job seeking,,
Year 2014_Saturday,10 - 19 years, Second job,03:27,207
Year 2014_Saturday,10 - 19 years,Study,02:20,140
Year 2014_Saturday,10 - 19 years, School or university,04:40,280
Year 2014_Saturday,10 - 19 years, Homework,01:54,114
Year 2014_Saturday,10 - 19 years, Free time study,01:37,97
Year 2014_Saturday,10 - 19 years,Household and family care,01:24,84
Year 2014_Saturday,10 - 19 years, Food management,00:39,39
Year 2014_Saturday,10 - 19 years, Household upkeep,00:52,52
Year 2014_Saturday,10 - 19 years, Making and care for textiles,00:42,42
Year 2014_Saturday,10 - 19 years, Gardening and pet care,00:49,49
Year 2014_Saturday,10 - 19 years, Construction and repairs,02:09,129
Year 2014_Saturday,10 - 19 years, Shopping and services (excluding online services),00:58,58
Year 2014_Saturday,10 - 19 years, Household management (excluding online services),00:29,29
Year 2014_Saturday,10 - 19 years, Childcare (less than 17 years) ,00:58,58
Year 2014_Saturday,10 - 19 years, Help to an adult household member ,,
Year 2014_Saturday,10 - 19 years,Voluntary work and meetings,02:32,152
Year 2014_Saturday,10 - 19 years, Organisational work ,03:55,235
Year 2014_Saturday,10 - 19 years, Informal help to other households,00:30,30
Year 2014_Saturday,10 - 19 years,Participatory activities,02:23,143
Year 2014_Saturday,10 - 19 years,Social life and entertainment  ,02:51,171
Year 2014_Saturday,10 - 19 years, Sociability,01:16,76
Year 2014_Saturday,10 - 19 years, Visiting and receiving visitors,02:23,143
Year 2014_Saturday,10 - 19 years, Culture,02:43,163
Year 2014_Saturday,10 - 19 years, Entertainment ,04:10,250
Year 2014_Saturday,10 - 19 years, Resting — Time out,00:52,52
Year 2014_Saturday,10 - 19 years,Sports and outdoor activities ,02:30,150
Year 2014_Saturday,10 - 19 years, Sports,02:30,150
Year 2014_Saturday,10 - 19 years,Outdoor activities ,01:59,119
Year 2014_Saturday,10 - 19 years,Hobbies and games,03:14,194
Year 2014_Saturday,10 - 19 years, Arts,01:29,89
Year 2014_Saturday,10 - 19 years, Collecting,,
Year 2014_Saturday,10 - 19 years, Computing,02:08,128
Year 2014_Saturday,10 - 19 years, Games,03:16,196
Year 2014_Saturday,10 - 19 years,Media,02:55,175
Year 2014_Saturday,10 - 19 years, Reading,01:08,68
Year 2014_Saturday,10 - 19 years," TV, video and dvd",02:44,164
Year 2014_Saturday,10 - 19 years," Listening to radio, music",01:13,73
Year 2014_Saturday,10 - 19 years,Travel,01:50,110
Year 2014_Saturday,10 - 19 years, Travel related to eating,00:49,49
Year 2014_Saturday,10 - 19 years, Travel to/from work,00:40,40
Year 2014_Saturday,10 - 19 years, Travel related to study,00:37,37
Year 2014_Saturday,10 - 19 years, Travel related to household care,00:55,55
Year 2014_Saturday,10 - 19 years, Travel related to voluntary work and meetings ,00:55,55
Year 2014_Saturday,10 - 19 years, Travel related to social life,01:37,97
Year 2014_Saturday,10 - 19 years, Travel related to sports,00:43,43
Year 2014_Saturday,10 - 19 years, Travel related to changing locality,03:53,233
Year 2014_Saturday,20 - 29 years,Personal care,12:16,736
Year 2014_Saturday,20 - 29 years,Sleep,09:11,551
Year 2014_Saturday,20 - 29 years,Eating,02:02,122
Year 2014_Saturday,20 - 29 years,Other personal care,01:06,66
Year 2014_Saturday,20 - 29 years,Employment,07:16,436
Year 2014_Saturday,20 - 29 years, Main job,07:25,445
Year 2014_Saturday,20 - 29 years, Job seeking,,
Year 2014_Saturday,20 - 29 years, Second job,04:49,289
Year 2014_Saturday,20 - 29 years,Study,03:22,202
Year 2014_Saturday,20 - 29 years, School or university,07:20,440
Year 2014_Saturday,20 - 29 years, Homework,03:23,203
Year 2014_Saturday,20 - 29 years, Free time study,02:16,136
Year 2014_Saturday,20 - 29 years,Household and family care,02:23,143
Year 2014_Saturday,20 - 29 years, Food management,00:54,54
Year 2014_Saturday,20 - 29 years, Household upkeep,00:57,57
Year 2014_Saturday,20 - 29 years, Making and care for textiles,00:41,41
Year 2014_Saturday,20 - 29 years, Gardening and pet care,00:59,59
Year 2014_Saturday,20 - 29 years, Construction and repairs,01:38,98
Year 2014_Saturday,20 - 29 years, Shopping and services (excluding online services),01:29,89
Year 2014_Saturday,20 - 29 years, Household management (excluding online services),00:36,36
Year 2014_Saturday,20 - 29 years, Childcare (less than 17 years) ,02:03,123
Year 2014_Saturday,20 - 29 years, Help to an adult household member ,,
Year 2014_Saturday,20 - 29 years,Voluntary work and meetings,02:50,170
Year 2014_Saturday,20 - 29 years, Organisational work ,04:10,250
Year 2014_Saturday,20 - 29 years, Informal help to other households,02:27,147
Year 2014_Saturday,20 - 29 years,Participatory activities,02:41,161
Year 2014_Saturday,20 - 29 years,Social life and entertainment  ,03:11,191
Year 2014_Saturday,20 - 29 years, Sociability,00:59,59
Year 2014_Saturday,20 - 29 years, Visiting and receiving visitors,02:18,138
Year 2014_Saturday,20 - 29 years, Culture,02:17,137
Year 2014_Saturday,20 - 29 years, Entertainment ,03:26,206
Year 2014_Saturday,20 - 29 years, Resting — Time out,00:28,28
Year 2014_Saturday,20 - 29 years,Sports and outdoor activities ,02:12,132
Year 2014_Saturday,20 - 29 years, Sports,02:12,132
Year 2014_Saturday,20 - 29 years,Outdoor activities ,02:20,140
Year 2014_Saturday,20 - 29 years,Hobbies and games,01:39,99
Year 2014_Saturday,20 - 29 years, Arts,00:38,38
Year 2014_Saturday,20 - 29 years, Collecting,,
Year 2014_Saturday,20 - 29 years, Computing,01:26,86
Year 2014_Saturday,20 - 29 years, Games,01:26,86
Year 2014_Saturday,20 - 29 years,Media,02:54,174
Year 2014_Saturday,20 - 29 years, Reading,01:02,62
Year 2014_Saturday,20 - 29 years," TV, video and dvd",02:47,167
Year 2014_Saturday,20 - 29 years," Listening to radio, music",00:45,45
Year 2014_Saturday,20 - 29 years,Travel,01:54,114
Year 2014_Saturday,20 - 29 years, Travel related to eating,00:42,42
Year 2014_Saturday,20 - 29 years, Travel to/from work,01:07,67
Year 2014_Saturday,20 - 29 years, Travel related to study,02:57,177
Year 2014_Saturday,20 - 29 years, Travel related to household care,00:57,57
Year 2014_Saturday,20 - 29 years, Travel related to voluntary work and meetings ,00:38,38
Year 2014_Saturday,20 - 29 years, Travel related to social life,01:17,77
