age,educ,exper,hours,wage,faminc,nkids,city
41,12,29,1912,4.7421,26613,1,1
45,12,11,1440,2.7778,17200,1,0
30,14,2,960,0,41500,0,0
45,8,3,0,1.2564,12260,3,0
45,17,1,0,21.429,26000,2,1
49,12,7,1153,1.641,26080,0,1
39,12,9,1080,1.6,21700,4,1
52,9,11,1300,1.2245,20500,0,1
45,17,10,1440,5.1648,50750,2,1
36,14,5,1500,2,24200,3,1
47,12,12,2030,2.4631,11050,0,0
52,12,23,1413,0,2400,0,1
36,12,4,0,2.5,17640,3,1
51,12,11,1202,0,30800,0,1
41,12,2,420,0,17350,2,1
38,13,6,0,0,31700,2,0
45,14,9,1176,5.6122,24125,3,1
34,13,3,600,2.3333,13700,1,0
47,16,4,1568,5.3935,57000,0,0
52,12,7,2000,4.5503,11050,1,0
54,12,29,1220,4.0541,15652,0,0
46,16,10,0,1,12487,2,1
39,14,24,1587,0,10400,6,0
31,16,6,0,0,18100,3,1
43,10,14,2419,3.6797,31431,1,1
35,12,24,4950,0.1616,20155,2,0
47,12,6,0,0,28200,3,0
40,16,2,0,0,25700,2,1
51,9,23,2090,1.6264,3305,0,0
34,11,10,0,0,30300,1,1
48,10,28,1960,7.2559,18900,0,0
46,14,4,0,0,23260,0,1
48,12,17,1327,3.2143,18795,0,0
40,12,3,0,0,7286,3,1
57,12,32,1920,9.5785,24717,0,1
54,12,13,0,0,22610,0,1
34,13,2,0,2.4213,27000,2,0
36,10,2,680,1.8605,15500,5,0
51,7,20,1984,1.25,17280,0,0
33,12,5,0,0,42250,0,0
34,12,2,0,2.4213,29200,3,1
35,12,15,2058,0,19013,4,0
33,12,4,200,2.5,18600,4,1
34,9,10,0,0,5000,1,0
50,11,11,320,1.0938,23300,1,1
40,10,11,1750,0,12239,2,0
45,14,13,1877,7.4024,23980,1,0
42,11,0,690,2.4638,15897,1,0
51,12,9,0,1.676,43210,5,1
41,14,15,2040,22.5,27000,2,1
34,14,17,1823,6.5826,23100,1,0
56,9,6,282,3.5461,25490,0,1
31,15,1,215,2.6667,12800,3,1
47,12,9,0,0,9563,2,1
54,8,20,0,0,13000,0,0
32,12,8,0,0,7050,5,1
30,12,11,1410,2.3896,26080,1,0
40,11,1,0,0,19876,3,1
37,8,1,0,0,7286,3,0
47,12,2,0,0,24466,2,1
60,12,10,1008,4.5918,29400,1,1
46,12,3,0,0,24135,2,1
30,12,11,1446,0,17465,4,1
43,12,0,394,0,16500,2,1
33,12,9,0,0,13755,3,1
34,12,6,1600,3.25,22679,0,1
36,16,13,1413,0,42250,2,1
35,14,12,0,0,19772,2,1
60,12,23,0,1.3889,18500,0,1
43,12,14,2000,2.2668,16000,2,1
38,12,19,675,0,16682,2,1
31,11,20,1500,3.2143,18600,3,1
30,11,2,1587,2.0164,16600,6,0
32,11,9,90,0,13755,4,1
33,9,10,1976,2.5,22172,4,0
46,12,11,0,3,13300,0,1
32,13,12,1880,10.459,28626,2,1
48,12,33,1920,5.2326,18500,0,0
47,12,18,0,0,15980,0,0
51,10,20,0,0,22502,0,0
46,12,30,3686,0,17635,2,1
44,12,14,1656,2.5429,17302,1,0
51,12,25,0,0.7143,13300,0,1
32,12,4,0,0,47500,2,1
34,9,1,1348,2.2255,17500,4,0
35,13,10,0,0,14300,3,0
30,12,10,240,2.6375,6985,2,0
40,11,15,1878,1.5385,16640,2,0
52,11,3,0,1.7778,24000,0,1
50,12,0,0,0,11225,0,1
41,13,10,0,0,19392,2,0
38,12,10,0,0,5000,5,0
53,12,13,1500,4.3651,35702,0,1
45,13,32,2144,1.0989,18500,0,1
41,14,13,1878,8.3333,24000,0,0
41,8,0,2540,2.4484,35200,1,0
50,12,0,0,0,42250,2,1
40,16,11,1960,3.9286,26220,1,1
42,12,2,0,0,10000,0,0
49,13,8,1610,8.5333,24000,1,1
36,12,6,0,0,17640,3,0
45,12,15,1969,4.063,32300,0,0
38,16,25,0,0.3826,24125,3,1
48,12,17,2030,2.6375,35910,0,1
49,12,18,1600,3.25,16073,0,1
32,12,4,0,0,30000,2,1
43,9,15,1336,2.6871,14027,0,0
45,12,8,1680,4.1489,36872,2,1
47,12,14,0,0,13530,1,1
53,12,0,394,0,13420,0,0
46,15,19,952,4,21152,1,1
43,7,3,1275,3.0717,24149,1,0
50,14,1,0,0,23700,1,1
47,12,15,1128,4.8583,35000,1,1
45,12,15,0,0,24800,1,1
48,12,24,1000,0.5,19000,2,0
44,12,3,0,0,1500,0,1
39,16,6,0,0,12807,1,1
55,14,28,0,3.3159,23300,0,0
44,14,6,0,2.1875,29650,2,1
41,12,16,2014,3.0769,35500,1,1
54,12,32,3686,1.0989,18500,0,0
36,12,19,1832,2,28900,3,0
40,16,3,2261,5.787,42430,1,1
52,8,2,0,0,42800,1,1
41,11,2,1910,2.2754,14545,2,0
30,12,2,1300,2.7692,13066,1,1
35,16,10,2056,2.0161,24479,3,1
31,14,11,0,7.9208,21152,3,1
37,12,19,794,1.8892,34000,3,1
32,17,7,1840,8.5551,45500,1,1
30,12,13,1960,5.4113,20800,1,1
54,11,13,0,0,9800,2,0
45,9,10,0,0,10090,3,0
56,12,0,0,0,22150,1,1
36,9,0,0,0,20528,2,0
33,11,15,1878,3.5613,16640,2,0
39,10,21,1984,3.46,44988,1,0
50,12,29,1440,1.7435,32950,1,1
34,12,13,336,0.7143,15500,5,0
36,12,5,0,0,15000,0,1
40,12,7,1952,5.123,18850,2,0
37,16,15,1327,1.1765,16658,4,1
32,16,3,0,0,36200,3,1
44,12,4,1910,1.8605,24000,3,0
50,12,18,0,0,7044,0,0
47,8,16,573,2.1505,19700,1,0
54,12,4,0,0,35000,0,1
54,14,19,1823,4.8,17000,0,1
34,17,32,337,2.9674,29400,0,1
51,10,32,2220,2.2727,16212,0,0
45,16,11,1440,2.3897,21152,0,0
53,12,0,0,0,23426,1,1
56,6,20,0,0,3305,0,1
44,12,3,0,1.641,9800,3,1
32,12,8,0,0,11000,3,0
45,12,0,0,1.5345,21950,0,0
51,10,19,0,0,20528,0,0
47,12,10,1173,4.5351,20460,2,1
31,12,13,3000,8.4224,19870,0,1
50,12,15,0,0,16000,0,1
44,9,1,0,0,18900,0,1
43,11,1,0,0,19855,3,1
42,12,6,0,0,23882,3,1
43,12,15,1520,1.6667,14550,2,1
30,12,7,0,0,8100,3,0
54,17,30,1550,3.6757,35020,3,1
35,12,2,1880,4.063,24795,2,1
46,17,10,0,4.3066,21367,0,1
32,17,7,1490,10.638,31800,3,1
59,11,31,1316,4,19022,0,1
45,12,19,0,0,16682,0,0
48,12,7,0,0,32000,0,1
42,9,3,0,0,10000,2,0
39,12,3,1823,9.5057,18900,3,0
36,12,4,120,0,41170,2,1
33,17,10,0,0,18220,2,0
55,13,12,0,2.2899,24106,1,1
50,12,11,0,0,31000,1,1
57,13,9,0,1.6667,21600,0,1
35,12,17,900,4.6667,22600,4,0
30,16,10,1324,3.3072,23591,1,1
31,14,4,0,2.9762,45250,2,1
42,13,2,0,10.459,45250,4,1
44,12,8,528,2.931,30300,1,0
35,12,5,0,2.7027,16700,2,1
33,13,15,1969,4.2347,17410,2,0
51,10,27,1920,5.4945,2500,0,0
58,12,19,1920,4.0541,29774,0,1
54,12,1,0,0,16150,1,0
55,12,10,0,0,18000,0,1
59,12,8,1128,2.7778,26100,0,1
38,17,12,610,2.5,25300,4,1
43,12,10,0,2.1429,32300,2,1
46,9,11,1803,3,19000,2,1
36,17,6,0,8.6538,22200,4,0
37,11,0,0,0,27000,1,1
40,12,8,1600,0,12487,2,1
43,8,30,1980,4.7872,22050,1,1
43,13,15,0,0,37600,2,0
58,12,10,0,0,16050,2,0
39,8,2,0,0,5000,3,0
52,8,9,0,0,23000,0,0
48,12,7,780,1.641,15096,3,0
51,13,9,0,0,73600,2,1
36,12,9,900,4.6667,26400,4,1
34,14,8,0,0.819,19151,5,1
30,12,5,0,0,22000,2,1
41,14,6,910,4.3956,63200,2,1
44,12,7,0,0,31800,0,1
43,15,10,2032,1,21520,1,1
43,12,6,1352,1.6667,13200,3,0
37,14,7,0,0,15900,2,0
34,17,12,2144,10.249,35100,1,1
34,12,0,0,0,14200,3,1
32,12,9,532,3.6364,26000,1,1
34,12,14,215,3.377,19840,2,0
42,11,2,200,0,26220,2,1
36,12,0,0,0,15500,4,1
43,12,4,1955,0.6482,16200,2,0
45,12,15,0,0,24800,1,1
49,12,12,0,0,20300,2,1
34,12,5,0,0,17500,1,1
37,16,3,0,0,28630,1,1
37,12,9,1275,1.5345,12077,1,1
47,16,7,2208,4.9819,43210,1,1
50,12,19,0,0,14694,1,1
53,9,25,1089,1.2245,35600,0,1
35,16,0,450,0,31600,5,1
47,16,13,1275,2,23675,3,1
32,12,5,0,0,7840,3,1
51,12,6,0,0,21900,3,1
55,8,0,0,0,13400,0,1
59,8,2,0,0,10000,0,1
39,12,13,1413,4.7421,37300,4,0
42,14,9,1456,6.2275,33570,3,1
43,14,14,1960,9.5057,19151,0,0
31,12,0,1350,0,34000,1,0
51,12,13,893,5.0872,77000,3,1
40,12,4,0,0,15000,4,0
60,12,30,30,1,18500,0,1
56,10,23,1355,1.749,7700,0,1
45,12,7,394,1.599,9563,0,1
41,12,12,772,0,51200,4,1
54,11,12,60,1.6667,2500,1,1
43,12,19,1984,4.7986,32275,3,1
46,12,28,2419,4.3956,13066,0,1
56,11,6,200,0,31106,0,0
44,12,7,0,0,16476,2,0
38,12,20,2058,8.6111,8311,0,0
36,12,5,0,0,16700,3,1
43,12,29,1880,9.6354,18180,1,1
42,10,7,346,0,17730,3,0
35,16,10,0,0,73600,3,1
39,12,12,0,0,19700,3,1
49,14,35,1680,4.599,12925,1,1
30,12,0,1920,2,68035,2,1
35,13,12,0,0,13579,3,0
31,12,3,0,0,12092,1,0
55,12,24,2014,6.25,24000,1,1
46,12,24,120,2.7027,2400,0,0
54,14,2,0,0,35020,0,1
40,14,11,1250,2.5429,11225,2,1
38,12,19,893,1.8824,16640,0,1
56,12,11,0,0,27000,0,1
44,12,7,0,0,20300,2,1
44,11,3,270,0,22000,1,1
43,12,4,0,0,9952,2,1
41,17,14,740,4.1489,30800,3,0
46,12,8,0,0,19392,1,0
35,12,8,0,0,16600,3,0
36,12,0,0,0,20528,2,0
41,17,4,1080,2.9891,21152,3,0
41,10,10,1803,3.6797,31431,4,1
33,10,2,0,0,8009,2,0
46,12,15,2045,0,21972,3,1
45,14,17,0,4.5918,19820,3,1
30,17,10,0,0,13250,2,1
31,16,13,2000,3.445,26921,1,0
32,12,19,1610,2.6,12180,1,0
34,15,17,1250,5.7259,25700,2,1
44,9,15,1848,0,24760,3,1
47,12,37,2147,1.7163,16510,0,0
38,12,19,0,0,16682,2,0
51,12,14,1980,5.8065,24250,0,1
45,7,36,2032,3.0952,6340,0,1
31,12,3,0,0,12092,1,0
53,12,24,0,2.7174,16510,1,1
48,16,1,0,1.3472,40250,1,1
32,13,8,0,1.4815,30800,2,1
46,12,16,0,1.6,10020,0,1
44,16,14,450,0,21367,1,1
54,12,16,160,2.2727,22650,2,1
49,17,33,1820,3.8068,36430,1,1
36,12,6,400,0,5965,4,1
46,12,13,1225,2.5,25704,1,1
37,12,3,215,1.8605,21700,3,0
41,16,10,0,3.2313,63500,3,1
52,14,29,1960,3.6694,32011,1,0
42,14,1,384,1.6927,32650,3,0
40,14,19,2500,8.3333,26250,2,0
36,12,1,0,0,9090,4,0
38,12,6,1040,0,14025,2,1
34,12,3,1600,2.1875,18000,2,1
42,12,3,0,1.9231,10455,2,0
43,17,7,893,7.8431,24795,3,1
45,10,7,0,0,30000,0,0
46,16,30,1515,5.2326,38590,3,0
52,16,29,15,8.3333,34700,1,1
55,11,15,0,0,22000,0,1
36,12,2,480,3.0717,19772,4,0
53,12,0,0,0,13420,0,0
51,12,26,1428,1.7108,16658,0,0
45,15,20,1820,6.6335,21520,1,1
45,12,13,1089,0,9952,2,1
53,6,0,0,0,3777,3,0
36,12,14,1721,4.0625,12400,3,1
57,16,6,0,4.2877,57000,0,1
52,12,11,0,4.1667,17800,0,1
30,12,5,0,0,12900,2,0
36,14,12,1880,4.5918,15000,0,0
34,12,0,0,0,15700,5,1
31,14,10,2317,2.8054,37200,1,0
43,12,12,0,4.375,24701,2,1
30,12,9,0,0,20500,3,1
33,12,14,675,1.8578,6740,3,0
38,12,12,0,0,23100,3,1
43,12,11,0,3.9333,13400,1,0
39,16,16,1578,9.5057,30750,2,1
49,10,3,0,0,18290,0,1
49,12,8,0,0,13399,1,1
37,12,14,610,0,8300,0,1
34,9,1,1348,2.2255,12048,4,0
43,12,9,0,0,9952,0,0
30,13,5,547,1.7442,17200,1,1
57,12,17,0,0,11895,0,1
43,12,14,160,3.25,16860,2,1
54,17,33,1128,0,32685,1,0
49,14,13,154,14.631,15500,0,1
49,12,16,0,0,11000,1,1
48,13,18,0,0,20200,3,1
38,13,15,372,0,18600,0,0
47,12,4,215,0,18850,2,1
43,16,3,2030,5.787,26000,1,0
45,12,14,1960,4,16225,0,0
34,7,3,0,0,24000,0,1
46,17,27,2000,6.9444,22995,0,1
47,10,6,1848,4.4687,40500,1,1
30,14,6,0,0,16050,2,1
36,16,6,0,0,24000,3,1
38,16,10,0,8.0357,37300,5,1
36,16,8,1153,4.3365,45500,1,1
47,12,8,0,2.3636,21100,0,1
46,12,2,0,0,17930,1,1
43,8,0,0,0,35000,2,1
51,10,15,0,0,7850,1,1
40,17,8,2056,1.5385,29150,2,1
37,12,15,1521,1.9724,24686,3,0
36,17,14,537,10.459,28030,2,1
50,10,10,0,0,15980,0,0
49,11,16,1089,6.6327,17200,2,1
49,13,24,337,5.6391,9600,0,1
32,12,2,90,1.7435,30800,2,1
46,12,3,532,2.9167,20320,0,1
45,17,3,0,2.0161,40250,3,1
42,12,9,0,0,5380,2,1
47,12,4,0,0,22225,2,1
36,10,4,0,1.7407,15500,4,0
53,12,3,0,0,24135,0,1
43,16,2,0,2.5,33671,4,1
53,8,0,0,0,15830,0,0
50,16,10,1080,4.8,50900,1,1
32,12,9,0,0,14500,2,1
52,16,29,1715,9.8611,37300,4,1
45,17,10,608,2.1875,57300,2,1
43,12,12,288,4.1667,24580,2,1
54,16,7,0,0,51000,2,1
48,13,19,1600,3.25,22679,2,1
44,16,19,2100,1,33570,1,1
34,12,5,0,0,18900,1,1
36,12,10,0,0,5000,5,1
37,6,3,0,0,12900,2,0
41,12,9,547,0.819,30300,3,0
41,11,6,1910,2.5654,19500,0,1
40,12,5,0,3.4722,22200,3,1
43,12,5,0,1.641,40500,1,1
35,16,14,2318,6.9444,17900,0,1
40,12,2,0,0,17300,3,1
43,17,9,80,4.5918,62060,5,0
48,13,5,0,0,19434,0,0
53,9,4,0,1.2245,19007,0,1
31,12,6,2030,2.4631,13399,2,0
52,8,19,1587,0,6340,0,1
49,12,3,0,0,18290,0,1
37,12,6,0,2.6786,25700,1,1
31,12,7,1080,1.8519,11000,3,0
35,17,11,2000,4.0816,13900,3,0
51,12,6,1960,4.0209,23057,1,0
31,12,14,0,0,10000,5,0
43,7,11,1980,3.3333,29650,0,0
41,14,10,0,0,16771,4,0
40,14,1,0,0,18965,2,1
37,14,0,0,4.5,31000,1,1
49,12,21,1984,2.3185,23000,1,0
44,12,2,0,0,14756,0,1
51,7,0,0,0,44988,4,1
30,12,20,1740,3.2986,24000,3,1
52,12,24,150,2,23980,0,1
34,12,6,0,0,22897,1,1
43,13,1,0,2.0161,13900,4,1
33,8,0,0,0,15000,4,0
46,12,22,1200,4.5503,22502,0,1
45,12,5,0,0,37300,2,1
34,12,3,2149,1.2564,12260,3,0
42,14,12,740,1.6667,30800,2,1
47,12,14,0,0,13530,3,1
40,11,3,0,5.8671,33920,4,1
43,12,0,675,1.8578,22962,3,0
60,9,20,0,0,14000,0,0
51,12,14,1500,8.2237,24580,0,1
49,12,11,0,0,12400,0,1
40,11,6,0,0,15000,0,1
48,13,18,532,2.6738,29553,0,1
48,12,14,1240,3.4091,31000,1,1
43,12,17,1823,4.3884,21650,1,0
34,17,9,1080,1.6,24656,4,1
31,14,15,0,0,7774,2,0
47,12,4,234,0,18700,3,1
39,13,10,0,3.1975,16200,2,1
51,7,0,0,0,44988,4,0
36,12,5,0,0,18900,3,1
52,9,2,716,0,12900,0,1
45,11,5,0,0,11895,2,0
48,16,7,0,1.25,28200,3,1
34,17,6,0,3.9683,27900,2,1
54,12,32,3000,6.8493,22200,0,1
36,12,4,180,1.6667,6719,4,0
47,5,9,1230,2.0325,9400,0,1
40,12,27,1832,2.85,14400,1,0
51,15,19,1823,14.631,40900,0,1
30,14,13,4210,8.6538,31100,1,1
49,12,11,675,1.8578,31700,3,0
33,16,36,1350,1.7407,15100,4,0
52,6,17,500,0,10300,0,1
34,12,6,456,1.0965,7300,3,0
46,15,22,1729,4.1167,19000,3,1
30,12,0,0,0,25100,2,0
49,12,17,1446,4.9645,16084,4,1
30,12,15,80,1.25,8337,0,0
32,12,10,608,0,17200,2,1
41,12,15,782,0,8630,3,1
46,12,2,0,0,17635,1,1
52,13,11,1521,2.9,23300,0,1
35,12,10,1440,1.1594,21900,5,0
49,12,2,0,1.607,21025,1,1
51,16,27,2272,3.445,22502,0,0
46,9,0,0,0,10550,0,0
45,14,29,2081,4.5627,19434,1,1
49,12,30,1944,2.572,16200,1,1
43,12,7,1275,0,31000,2,1
37,17,20,0,5.3398,35200,3,1
52,8,0,0,0,23000,0,0
45,12,10,1610,0,19500,0,0
45,13,1,1494,0.7143,58500,1,0
46,17,11,1728,14.631,36200,1,1
54,6,14,2000,2,22500,0,0
38,12,20,2058,5.53,21700,2,0
35,11,15,0,0,3305,2,0
31,12,5,0,0,18000,0,0
45,12,3,2149,2.6738,12260,1,1
33,12,15,1446,2.9891,21500,4,1
46,12,3,293,3.0717,20000,2,1
42,17,0,345,6.3218,16400,0,1
48,15,1,0,0,22300,1,1
54,8,20,1670,2.2754,17100,0,1
33,12,4,180,1.6667,27000,4,1
58,8,10,0,0,20950,0,1
51,16,6,1174,0,35350,0,1
51,12,9,2025,0,16245,1,1
47,16,32,1809,6.6335,19000,0,1
54,14,10,0,0,35207,0,1
43,12,10,0,0,7232,4,1
55,13,14,1092,9.5971,49620,0,0
42,12,10,0,5.787,52645,3,1
41,11,14,419,11.933,26868,2,1
43,12,2,0,0,28069,2,1
38,16,10,993,5.0352,28000,6,1
50,13,6,0,0.8602,12405,0,1
38,16,6,547,2.2754,27900,1,1
34,15,10,0,0,23100,7,1
35,12,2,1791,6.3218,16682,2,1
32,10,1,1080,2.2324,11431,2,0
50,12,8,0,0,17080,2,1
54,12,30,200,2.1277,45250,0,0
34,11,14,1663,3.4615,14450,4,1
40,11,1,0,0,14750,1,1
54,12,13,346,0,21620,0,1
43,12,3,394,4.3884,18900,2,0
43,11,10,1280,4.4859,19600,4,0
53,12,0,450,1.25,16510,1,1
52,14,19,1880,4.7872,39750,0,1
52,12,10,1656,2.572,19000,2,1
30,12,4,520,0,17800,4,1
51,16,11,1868,5.5556,23300,0,1
51,12,20,0,0,7608,0,0
58,8,2,0,0,10592,0,1
41,10,11,1680,2.6738,15000,3,1
38,11,19,1640,3.6585,18300,5,0
49,12,14,0,1.25,21025,1,1
46,11,1,0,0,30650,5,1
42,12,10,0,1.749,20610,3,1
44,12,15,2000,0,22300,0,1
56,11,0,0,1.7778,22150,0,1
42,15,14,1250,17.907,25633,0,1
45,12,22,1878,3.7879,7286,0,1
31,12,3,120,0,19022,2,1
42,12,7,1250,3.0612,26000,2,1
35,12,6,0,0,25780,4,1
33,17,3,1080,3.1975,52600,2,0
47,12,6,0,0,32500,2,0
36,11,4,0,0,5330,2,0
48,12,28,1838,2.9674,23300,0,1
44,17,7,975,0,62500,1,1
30,12,7,525,0,18100,0,1
35,12,4,576,3.4722,7000,2,0
46,16,10,346,3.6458,26350,0,1
53,10,19,0,0,16240,0,0
51,11,10,1040,0,7044,0,1
37,16,11,1720,4.0437,32275,3,1
45,12,10,757,0,27200,1,1
48,16,10,0,4.9819,21660,0,1
44,12,11,1500,4.8651,29000,1,0
36,12,5,0,0,6000,2,0
54,17,10,0,0,39100,0,1
30,12,11,780,1.641,18232,3,0
43,9,15,1960,2.1429,17400,3,0
38,12,1,0,2.4069,21367,2,1
53,14,6,0,0,41500,0,0
43,12,7,293,1.8519,24149,2,1
31,10,2,782,0,4350,3,0
36,12,14,2058,4.0625,15500,1,0
59,10,34,1599,5.1648,12160,0,0
49,12,7,1355,0.6642,18000,3,0
51,12,10,0,0,33671,2,1
50,12,33,1952,4.7421,7700,0,1
49,7,3,0,0,21800,2,1
46,16,6,337,0.6642,19742,4,1
36,14,10,1428,0,39000,5,0
47,12,10,1101,0,22200,0,0
58,12,17,1984,4.7986,18500,0,1
48,12,8,528,2.7778,14209,1,0
43,12,3,1823,4.0816,18900,2,0
43,12,4,0,0,21823,1,1
40,13,5,0,0,12870,2,1
45,12,16,868,22.5,38590,1,1
30,12,5,0,0,7000,2,1
36,10,3,44,6.8182,14500,2,0
46,10,19,0,0,16240,1,0
39,12,13,1413,2.1875,15632,3,0
45,17,12,2261,6.4775,57300,1,0
48,14,6,240,2.6375,6985,2,0
52,14,9,2318,6,50900,0,1
35,12,1,0,0,9090,2,0
41,14,0,0,0,30800,5,0
48,12,4,0,0,22000,1,1
36,17,2,1579,0,33040,3,1
44,14,17,0,0,18874,5,1
46,10,19,1848,0,17258,1,0
54,15,6,0,6.25,49620,0,1
48,12,32,1040,1.9724,6719,0,1
56,12,3,0,4.7269,63500,0,1
38,9,0,0,0,7574,3,0
51,12,13,0,1.3889,36872,3,1
30,12,1,112,2.6786,15830,2,0
37,16,8,0,0,14500,2,1
51,12,32,1880,3.0416,10020,0,0
33,17,14,860,2.4213,40250,2,1
45,16,28,2205,4.5351,22050,0,1
30,14,25,1600,5.1648,29150,2,0
54,8,20,0,2.6786,11000,0,0
52,14,14,1760,3.4091,30000,0,0
54,10,29,608,8.2237,13399,3,1
36,15,15,0,3.46,19730,4,0
41,12,27,800,3.25,12090,0,0
32,14,11,1376,5.0872,24400,1,0
48,12,6,0,0,15000,0,0
45,13,11,2000,5.6122,20900,0,0
31,11,1,0,0,12916,2,0
52,16,37,1260,25,34700,0,1
37,15,13,1960,3.6757,9800,0,1
42,12,1,800,4.3956,18100,1,0
49,12,10,288,3.2986,20155,2,1
37,11,12,0,1.5845,17400,1,0
45,13,9,0,5.53,17800,0,1
30,12,11,2220,2.9891,19500,0,0
46,12,2,0,0,7700,4,0
49,12,10,0,0,18150,0,1
32,16,14,1610,3.3072,24470,1,0
56,11,6,63,2.1545,12487,2,0
52,12,6,480,3.3333,7850,0,0
34,16,6,583,2.5729,24000,3,1
48,12,25,1260,4.3651,5330,0,0
45,10,15,0,0,28700,1,0
48,11,14,0,1.6667,21620,1,1
36,14,15,0,0,21768,3,0
36,12,4,0,0,17640,3,0
44,9,1,0,0,18900,0,1
32,15,5,0,2.6667,28200,2,1
34,16,19,794,1.8892,14209,2,1
34,17,10,3686,4.4444,36000,3,1
46,12,3,75,1.6,21450,0,1
41,16,17,1840,7.4024,30650,3,1
30,12,6,240,2.6375,9800,2,0
34,12,3,0,0,19840,4,1
30,11,5,0,0,10027,4,0
50,11,28,1920,6.25,37100,0,1
44,12,16,1944,3.1728,30200,0,0
30,12,1,112,2.6786,15810,3,1
46,12,11,0,0,28600,0,1
52,11,21,1300,1.5845,31431,0,1
44,11,1,0,0,8000,2,1
48,16,8,1720,1.5385,20883,2,1
51,10,10,60,0,16212,1,1
36,12,8,1400,8.2237,22800,1,0
31,8,10,196,0,22159,2,0
45,10,1,0,0,30000,0,0
31,13,3,2014,1,27000,3,1
46,12,9,1868,3.9716,52645,2,1
57,12,19,0,0.5,20200,0,1
30,12,5,0,0,10027,4,1
50,12,3,0,0,38700,2,1
52,17,10,1850,3.6757,7774,0,1
54,12,1,0,0,16150,1,0
54,15,13,0,0,19495,0,0
32,11,14,419,3.5052,30419,2,1
53,16,9,0,4.0161,17500,0,1
37,12,10,1521,1.9724,13000,3,0
54,15,6,0,0,20000,1,1
32,17,2,1000,1.1217,33570,3,1
51,12,25,0,0,18500,0,1
38,15,9,760,6.8493,30800,4,1
48,12,5,0,2.6667,26613,0,1
48,10,6,0,3.5461,25700,0,1
30,17,3,460,4.7826,17300,1,0
43,15,2,1872,5.3061,28141,2,1
49,12,20,2040,0,22650,0,1
51,12,27,848,0,14700,1,0
36,8,13,1413,1.4154,15632,4,0
37,12,1,2000,4.2877,24135,3,1
52,11,3,0,0,24000,0,1
31,16,5,135,3.9683,33856,3,1
46,10,19,0,0,16240,1,0
34,10,5,0,0,16500,5,1
47,12,2,0,0,24466,3,1
58,12,32,3640,8.4224,39000,0,1
52,12,11,0,2.1277,29400,1,1
46,12,19,2000,2.572,24860,2,1
31,10,4,0,0,4350,3,0
60,12,30,30,0,18500,0,0
32,12,2,2208,4.4687,21660,1,0
46,12,23,2490,3.6948,37200,0,0
42,12,6,0,0,26921,5,1
32,12,12,2030,9.8611,14025,2,0
30,12,15,1410,4.9645,26080,2,1
44,12,19,0,3.2134,20200,1,1
43,12,11,60,2.9167,15850,1,1
45,12,0,0,0,21950,0,0
38,12,14,1791,1.8578,6740,2,0
56,10,12,2480,2.459,40500,0,1
33,12,11,120,1.6667,15500,3,1
31,12,14,1920,6,34700,2,1
49,17,18,1621,6.4775,45250,0,0
34,10,4,1976,1.2227,15400,0,1
36,16,7,1000,2.6,7774,0,0
38,12,12,0,0,12160,7,1
48,13,8,0,0,28900,1,0
40,12,3,0,0,10020,5,1
42,10,0,0,0,18400,2,0
48,6,5,0,0,14400,0,1
43,17,13,2640,4.4,21950,1,1
30,8,3,2149,0,12260,3,0
36,14,1,0,0,19434,1,1
46,10,13,1984,2.4958,37000,1,1
36,8,12,0,0,16240,1,0
43,12,8,0,0,21600,4,1
48,17,13,1158,6.8677,25704,1,1
31,14,7,2000,2.6331,24055,1,0
31,12,12,0,0,18000,0,0
51,12,14,1500,7.6522,21950,0,1
48,11,6,537,0,22300,1,1
31,12,3,336,0.7143,20405,4,0
34,12,1,0,0,5000,5,0
38,15,15,0,2.1798,20000,0,0
37,12,7,215,1.8605,19424,3,0
38,12,4,0,0,16788,3,1
39,7,6,240,2.6375,6985,2,0
56,12,29,1100,4.698,15300,0,0
46,10,28,2205,4.5351,15980,1,1
30,12,0,0,2.0833,15500,3,1
54,12,6,1128,0,37300,2,1
57,14,28,1960,0,41800,0,1
51,12,5,0,0,29300,2,1
44,12,7,0,2.205,17302,2,1
38,12,14,0,0,16400,4,1
36,17,6,900,0,42250,3,1
34,12,6,456,1.0965,7300,3,0
57,12,14,3120,4.0541,14700,0,0
36,11,17,2058,2.931,14060,0,0
43,12,0,0,0,17200,2,1
31,12,12,0,0,22000,0,0
44,10,15,675,11.933,15652,2,1
34,12,5,0,0,13700,2,1
47,17,15,0,4.3365,40005,0,1
34,11,15,0,0,30300,2,0
59,8,3,0,0,68035,1,1
45,9,3,0,0,15825,0,0
50,11,3,0,0.9615,23057,2,1
41,12,4,0,0,14750,2,1
32,12,3,234,5.8671,17730,2,1
47,12,4,0,2.5641,22000,3,1
59,12,36,239,3.0952,30623,0,1
42,13,4,0,0,24106,1,1
49,11,24,240,3.75,16150,0,0
41,12,19,1376,5.4167,22172,3,0
44,16,31,996,11.933,13440,3,0
50,12,21,1800,3.2313,23750,1,1
30,12,7,120,0,8337,0,1
50,12,18,2312,9.3294,22300,0,1
50,6,22,1920,0.8602,7608,0,1
51,12,27,1840,8.6111,18232,0,1
32,16,1,0,0,23100,3,1
30,12,11,2490,5.4167,26080,1,0
46,9,19,0,1.676,8100,1,0
41,17,0,0,2.5,16510,3,1
33,14,6,360,0,21500,1,1
43,14,12,160,0,28626,3,1
33,16,8,0,0,8234,0,1
