fatheduc,motheduc,nkids,faminc,huswage,hushrs,husage,huseduc,city,unem,inlf,mtr
7,7,3,24500,8.5714,2500,51,17,1,9.5,0,0.6615
3,12,1,26220,9.8485,1980,48,10,1,7.5,1,0.6215
12,12,2,18000,5,1800,50,8,1,14,0,0.7215
12,12,2,13700,1.9286,3020,35,12,0,5,1,0.7215
7,7,0,9563,2.7821,2100,45,12,0,7.5,1,0.7515
7,3,0,17970,10.909,880,51,11,0,5,1,0.6915
7,7,0,17500,6.1239,2112,59,8,1,9.5,0,0.6915
7,7,2,30300,8.8149,1804,36,12,0,7.5,0,0.6615
0,7,2,15519,6.2143,1960,43,10,1,14,1,0.7215
10,7,2,14027,4.6875,1920,46,12,0,11,1,0.7515
7,7,2,11203,5.1324,1677,47,11,0,5,0,0.7515
16,16,2,24751,9.4545,3260,44,17,1,9.5,0,0.6615
0,7,2,26201,8,2420,42,12,0,9.5,1,0.6215
12,14,0,12092,4.2308,2080,46,12,0,5,0,0.7515
10,10,1,32650,7.5,3060,43,17,1,7.5,1,0.58
7,10,4,15500,6.6288,2096,38,12,1,14,1,0.7215
7,7,2,20960,7.1671,2651,48,16,0,9.5,0,0.6615
10,12,1,26080,13.725,2106,30,17,0,7.5,1,0.6215
12,12,2,28363,8.279,1896,46,16,1,14,1,0.6215
12,10,0,23900,8.8077,2080,56,17,1,14,0,0.6215
7,7,2,40000,10.4,2500,44,11,0,7.5,1,0.6215
7,7,1,21120,11.364,1960,55,12,1,7.5,0,0.6915
7,7,1,24795,4.5,2670,31,14,1,7.5,1,0.6615
9,9,0,17500,6.1239,2776,59,9,1,7.5,0,0.7215
7,7,1,31800,12.161,2467,52,11,0,11,0,0.5815
7,12,3,23260,8.8077,2375,53,14,1,14,0,0.7215
7,7,1,16240,7.9787,1880,51,12,0,11,0,0.7215
12,12,1,35020,11.458,1944,39,14,0,7.5,1,0.5815
3,3,0,26680,11.945,1995,57,12,1,7.5,0,0.6215
17,14,1,31100,13.298,2256,47,16,1,7.5,0,0.5815
7,7,0,11050,2.6701,2032,60,8,0,14,1,0.7515
7,7,0,10300,5.8824,1496,54,8,1,5,1,0.7515
14,12,4,15000,5.8824,2550,35,15,1,14,0,0.7515
7,7,0,24250,3.9746,2878,54,13,0,3,1,0.6615
7,7,2,6000,3.2027,2413,39,12,0,14,0,0.7815
7,7,0,26613,10.984,2103,50,16,1,7.5,0,0.6915
7,0,2,14545,3.8246000000000002,2144,46,9,0,5,1,0.7515
7,14,1,10876,4.1458,960,57,9,0,7.5,0,0.7515
12,3,1,18500,2.5425,3672,54,12,1,7.5,0,0.6915
7,7,2,14027,4.6875,1920,42,11,1,11,1,0.7515
3,7,3,68035,16.907,2100,54,8,1,7.5,0,0.4915
10,12,4,35702,8.5656,3080,43,12,1,7.5,0,0.6615
12,12,1,18000,8.2117,2185,56,17,1,11,0,0.6915
3,10,0,9952,1.0898,2383,43,12,0,7.5,0,0.7515
7,12,0,20320,7.2709,1040,49,16,1,11,1,0.6915
7,7,2,34220,8.1776,2151,43,11,1,7.5,1,0.6215
16,14,4,34550,9.8576,1530,34,17,0,11,1,0.6615
12,7,1,18300,6.3636,2156,40,17,1,14,1,0.7215
7,14,3,14300,3.0321,3120,43,16,0,7.5,0,0.7215
12,12,4,20300,4.7103,2123,40,10,0,5,1,0.6915
7,12,4,24600,8.4,2250,35,17,1,9.5,1,0.6915
14,12,2,22995,10,2250,35,16,0,11,0,0.6615
7,10,1,14694,6.0163,2223,48,11,0,14,1,0.7215
16,14,1,16073,7.4697,2142,60,12,0,5,0,0.7215
7,7,2,4000,4.4507,800,37,14,1,9.5,0,0.8015
7,9,0,13126,1.8491,2750,50,9,0,14,0,0.7515
7,10,2,18600,7.5,2156,49,12,1,7.5,1,0.6915
7,12,0,22200,8.7866,2025,48,16,1,11,0,0.6615
7,10,0,26900,11.458,1800,54,16,1,7.5,0,0.6215
3,3,0,23000,8.1566,2452,54,12,0,3,1,0.6915
3,7,2,15519,6.2143,1918,46,10,1,7.5,1,0.7215
7,7,0,12800,3.3537,3280,59,11,1,7.5,0,0.7515
12,12,2,36200,8.5102,2732,42,13,0,7.5,0,0.6215
7,7,4,30455,13.333,2100,37,17,1,11,1,0.6615
12,12,0,18000,5.1042,1920,56,8,1,7.5,1,0.6915
7,12,3,24656,7.5449,3644,47,17,1,5,0,0.6615
10,14,2,14750,4.3413,2119,46,12,1,7.5,1,0.7215
7,3,3,4350,3.6458,960,33,4,0,7.5,0,0.9415
12,12,1,20968,5.0408,800,49,14,1,7.5,1,0.7515
7,7,5,5550,0.9615,3120,49,12,0,3,0,0.9415
7,3,1,7050,1.4152,3825,41,12,1,9.5,0,0.7515
12,7,3,21417,5.2511,2250,43,15,1,9.5,0,0.7215
12,16,0,19500,4.3945,2048,54,17,0,14,1,0.6915
7,7,0,39750,7.8125,1920,48,12,1,11,1,0.5815
9,10,0,37600,8,3000,54,16,1,9.5,1,0.5215
12,12,3,21417,8.3877,2250,45,12,1,9.5,1,0.7215
7,7,2,17300,6.0386,1850,47,17,0,7.5,1,0.7215
12,12,0,57000,11.931,3185,57,14,1,7.5,1,0.4415
12,12,8,26350,7.767,2400,32,12,1,9.5,1,0.6215
7,7,3,28200,3.463,2700,48,12,0,3,0,0.7215
7,10,1,22600,4.7103,2500,47,12,0,9.5,1,0.6915
7,17,1,13066,6.6379,1705,45,12,1,11,1,0.7515
10,7,3,24000,13.725,1530,36,16,1,9.5,1,0.6615
3,10,2,26400,11.667,2100,37,17,1,7.5,1,0.64
16,14,2,11920,5.1282,1560,37,15,1,7.5,1,0.7515
14,10,0,33856,7.9082,1960,58,14,1,9.5,0,0.6615
7,7,1,62060,4.5,2000,52,5,0,3,1,0.7515
12,10,2,30300,9.3235,1700,53,17,1,7.5,0,0.5815
7,12,2,29400,13.021,1920,58,12,1,9.5,0,0.6915
3,3,2,18400,7.0833,2400,49,9,0,5,0,0.7215
7,7,0,13300,3.6846,2524,57,6,1,7.5,1,0.7215
7,7,0,32011,8.6248,2036,56,14,1,7.5,1,0.61
7,7,1,22650,7.5688,2180,50,13,0,3,1,0.6915
9,7,1,18300,5.3333,1875,40,12,1,3,1,0.6915
14,12,3,27300,11.594,2000,32,16,1,9.5,0,0.6615
3,7,2,22172,6.3493,3149,48,8,0,5,1,0.6615
7,7,1,22897,8.3333,1920,44,17,1,14,0,0.6915
10,10,1,35700,9.1687,3672,41,17,1,7.5,1,0.5515
12,14,2,16700,3.3537,2248,32,14,1,14,1,0.7215
3,9,0,12925,7.2072,1554,58,12,1,7.5,0,0.7215
7,7,1,17700,7.2362,2227,57,16,1,11,0,0.7515
7,7,1,7300,3.5417,2068,53,10,0,5,1,0.7815
7,7,0,24000,8.4574,2210,51,12,1,11,0,0.6615
12,7,0,26000,8.5082,2010,54,13,1,5,1,0.6215
7,7,2,14300,5.1894,1927,47,8,1,7.5,1,0.7515
7,12,3,35600,8.8458,2750,48,16,1,9,1,0.5815
12,12,4,21417,9.0659,2227,45,13,1,9.5,0,0.6615
7,3,1,16150,5.0408,2817,55,13,0,5,0,0.7215
9,14,3,14200,5.181,2590,34,11,0,7.5,0,0.7515
7,7,1,20000,2.3896,2646,41,8,1,5,1,0.6915
12,10,4,27092,8.362,2940,40,17,1,9.5,0,0.7215
17,12,3,30300,11.931,175,40,17,1,14,1,0.5815
3,3,0,9380,6.7407,1665,53,6,1,14,0,0.7515
7,7,1,29612,11.562,1932,47,12,0,11,1,0.6615
12,12,3,68035,19,2500,46,17,1,9.5,0,0.4915
7,7,0,12900,2.4842,2223,59,13,0,5,1,0.7215
16,12,0,52645,15.686,3478,47,16,1,7.5,1,0.4915
7,7,4,12400,3.7875,2165,46,7,0,7.5,0,0.7715
12,9,0,32950,8.8351,1528,58,12,1,5,1,0.5815
12,10,1,35702,5.2423,1670,39,16,1,11,1,0.5515
12,12,5,19151,6.1498,2250,35,16,1,9.5,1,0.7215
7,7,2,18800,5.5,2146,52,14,1,7.5,1,0.6915
14,12,1,52645,17.728,3672,37,14,1,9.5,1,0.4415
7,14,3,28900,6.9149,2640,44,17,1,7.5,0,0.6915
7,10,2,14884,5.55,880,51,11,1,9.5,1,0.7215
7,7,0,15428,5.3327,1960,58,8,0,5,1,0.7215
7,7,4,2500,0.5494,2708,33,11,0,3,1,0.8015
12,10,3,30200,8.279,2640,58,12,1,7.5,1,0.6915
12,12,2,9450,4.7883,2372,45,12,0,9.5,0,0.7515
7,12,4,52645,17.361,2390,37,16,1,7.5,0,0.4915
7,12,2,18000,6.1818,2750,49,17,1,9.5,1,0.7215
7,7,0,25561,7.3064,1952,58,12,0,14,1,0.6215
7,3,0,22422,9.2972,1995,48,12,1,11,0,0.6915
12,12,3,14000,6.6182,2248,35,16,1,14,1,0.7215
7,12,3,35400,11.218,1880,38,14,0,7.5,1,0.6215
7,7,0,36200,10.833,2000,49,17,1,7.5,0,0.5815
14,14,1,31800,10.193,2526,41,17,1,11,1,0.5815
0,3,0,23426,5.6033,2677,53,12,1,11,1,0.7215
7,12,4,31600,7.5833,4030,40,12,1,7.5,0,0.6215
7,7,2,19840,5.3527,2410,38,10,0,7.5,1,0.6915
12,10,2,29650,5.0455,2860,37,16,0,11,1,0.5815
7,12,4,20300,5.9846,2123,48,10,0,5,1,0.6915
7,7,0,39000,12.766,1880,49,12,1,14,1,0.61
12,12,3,22660,9.6059,1222,40,14,1,7.5,1,0.7215
10,7,2,14450,7.1277,1880,55,12,1,7.5,0,0.7215
7,12,1,57300,17.25,2602,60,12,1,7.5,1,0.4415
7,17,4,18850,2.1194,2332,39,13,1,14,1,0.7215
7,7,0,23260,11.411,1928,46,11,1,7.5,0,0.6615
7,7,2,29800,8.8119,1750,44,14,1,7.5,0,0.6615
12,12,2,14027,6.1111,2052,46,13,1,7.5,0,0.7515
12,12,0,37300,20.918,2783,49,14,1,11,0,0.5215
12,7,4,18214,3.4415,3096,34,12,0,3,0,0.7215
10,7,0,13126,5.222,1990,54,12,0,7.5,1,0.7215
7,7,0,22150,9.2567,2248,56,12,1,14,0,0.6915
12,12,0,52600,20.496,1875,55,17,1,5,0,0.4415
16,12,1,30000,7.1006,3380,34,12,1,11,1,0.5815
12,12,4,10090,5.151,1920,35,16,0,11,0,0.7515
14,10,1,15900,4.2092,3080,45,16,0,11,0,0.7215
7,7,4,14136,5.851,2005,38,17,1,7.5,1,0.7215
12,10,1,31000,9.8315,2136,47,12,1,7.5,1,0.6615
7,7,0,7608,1.3741,3432,50,11,0,7.5,0,0.7715
7,7,1,17505,1.9988,2499,54,12,1,5,0,0.7515
7,7,1,19013,3.9746,2878,54,12,0,3,1,0.6915
9,10,6,40800,12.788,4368,31,15,1,7.5,0,0.5215
12,12,2,16788,5.2083,2080,47,10,1,9.5,1,0.7215
10,10,0,20957,7.1825,1880,54,14,1,9,1,0.6915
7,10,3,11500,3.7129,2020,37,8,0,7.5,1,0.7815
7,7,8,50300,21.786,2295,37,16,1,14,0,0.7515
3,10,4,16200,4.8077,1935,40,12,0,14,1,0.7215
7,7,2,15620,1.8437,2777,34,12,0,5,1,0.7215
7,12,1,21972,10.14,1430,44,12,0,9.5,0,0.6915
7,12,3,21660,6.9215,2385,37,17,1,11,1,0.6915
14,16,1,19500,7.8125,2016,54,15,1,14,0,0.6915
3,3,0,29000,14.796,1960,57,13,1,5,0,0.5815
7,7,0,33570,20.918,1176,36,17,1,9.5,1,0.6215
7,12,1,18900,8,2250,44,10,0,11,1,0.6915
7,7,3,13350,3.1863,2708,41,12,0,5,0,0.7515
7,7,1,12092,8.867,1218,32,8,0,3,0,0.7515
3,10,1,15897,5.538,1896,44,8,0,7.5,1,0.7515
16,12,2,20155,8.781,2304,36,16,1,5,1,0.6915
7,3,2,35500,6.0531,3390,38,14,1,14,1,0.5515
3,7,3,7574,2.1354,1920,44,12,0,11,0,0.8015
7,7,0,20900,4.1269,2047,56,12,1,11,1,0.6615
7,7,4,23600,11.929,1928,34,16,1,9.5,0,0.7215
10,12,2,14450,7.6843,2385,55,16,1,7.5,0,0.7215
7,7,1,13600,2.9762,2016,41,12,0,14,1,0.7215
7,7,0,16000,7.2362,2064,53,12,1,11,0,0.7215
7,7,1,30000,7.0575,2295,48,12,0,7.5,0,0.5815
7,7,2,13579,6.7416,1904,46,10,1,9.5,1,0.7215
10,12,1,17350,6.5511,2595,35,12,0,7.5,1,0.6915
9,7,0,15500,1.9286,3500,58,12,0,3,0,0.7215
7,7,0,8000,4.2975,2874,52,8,0,3,0,0.7515
10,10,0,16308,6.0468,1847,39,7,1,7.5,1,0.6915
7,10,1,21520,10.913,1512,43,14,1,7.5,0,0.7215
7,7,0,13420,5.6889,2250,55,12,0,5,0,0.7215
3,7,0,22679,4.5064,2068,52,17,1,14,1,0.6615
10,10,2,23150,6.5789,1976,37,14,1,7.5,0,0.6615
10,10,2,20957,6.9149,1880,42,14,1,9,1,0.6915
7,7,2,35910,10.022,3193,56,12,1,7.5,0,0.6615
7,7,0,6340,3.6184,1520,58,5,0,14,0,0.7715
10,16,3,22422,9.1499,1920,48,16,1,11,1,0.7215
14,7,1,31100,7.9125,2256,48,16,1,5,1,0.5815
12,7,4,22050,6.9149,2000,47,12,1,9.5,0,0.6915
7,7,2,24000,10.487,2260,48,12,1,9.5,0,0.6615
7,7,2,12048,6.1204,1896,39,14,0,11,0,0.7215
7,7,3,19500,4.3945,2112,30,12,0,7.5,1,0.6915
12,12,1,17300,7.4597,1896,49,16,1,14,0,0.7215
10,10,4,12100,6.2143,2216,33,16,1,7.5,0,0.7515
7,12,1,16000,1.74,2420,55,11,1,3,1,0.7215
7,7,2,21800,8.4416,2310,30,9,1,11,1,0.6915
7,10,3,5965,7.5449,2000,57,7,1,11,1,0.8015
7,3,0,28900,8.7634,2550,48,9,1,7.5,1,0.6215
12,12,1,12077,5.2863,1135,34,10,1,9.5,1,0.7715
7,7,3,24479,10.01,1848,50,14,1,9.5,1,0.6615
7,10,4,19900,4.686,2070,36,10,1,5,0,0.7215
12,12,0,24800,6.5401,2400,53,12,1,14,0,0.6915
9,7,0,15825,2.6701,3120,45,10,0,9.5,0,0.7515
14,14,3,39500,7.4747,4160,42,13,1,7.5,1,0.5515
12,12,1,24250,6.5511,2595,53,16,1,7.5,1,0.6615
17,16,0,38800,11.277,2350,52,12,1,7.5,1,0.5215
10,10,4,30623,9.3525,3080,43,13,1,7.5,0,0.6215
12,14,3,31875,9.5238,3185,44,17,1,7.5,0,0.6615
12,10,4,25500,8.7866,2390,33,16,1,14,1,0.6615
12,12,3,14000,6.3309,2164,38,16,1,7.5,0,0.7215
7,7,0,13810,4.8077,2083,47,8,1,9.5,1,0.7215
7,7,1,22200,7.0575,2025,48,16,1,7.5,1,0.6615
7,7,2,35500,6.0531,3390,30,12,0,14,1,0.5815
10,7,2,25700,9.2955,2056,33,15,1,9.5,1,0.6915
9,14,3,8000,2.6701,2032,43,11,1,7.5,0,0.7515
7,3,0,14545,3.8246000000000002,2144,46,9,0,5,1,0.7215
3,7,0,21417,7.2362,3640,60,10,1,14,1,0.7215
7,7,4,19870,3.5242,2045,33,10,0,11,1,0.6915
3,7,1,21025,5.144,1944,53,10,1,9.5,1,0.6615
7,7,4,32685,11.4,2400,33,16,1,7.5,0,0.6215
14,12,1,36200,7.093,2000,51,12,1,14,1,0.6215
12,7,4,20460,7,2142,36,12,1,3,1,0.6915
7,12,1,8400,2.3478,2300,60,8,0,3,0,0.7715
7,10,0,10000,4.7468,1880,52,9,0,7.5,1,0.7515
0,7,2,35200,8.8458,2666,43,14,1,11,1,0.6215
14,12,2,32275,11.667,2590,42,12,1,14,1,0.6215
7,7,1,23900,6.0453,1985,54,15,1,14,1,0.64
14,14,3,42430,6.528,4684,47,14,1,14,1,0.5215
12,12,3,35600,8.8145,2286,51,8,0,7.5,1,0.5815
12,7,2,22050,6.9149,1880,47,12,0,5,1,0.6915
7,7,0,13350,6.9079,2000,52,12,0,11,0,0.7215
10,10,0,21574,7.7521,1864,55,8,1,14,0,0.7215
10,7,2,12800,3,2423,47,14,1,7.5,1,0.7215
7,7,0,3305,3.8367,1100,55,8,0,3,1,0.7915
3,7,0,18400,7.2227,2420,47,17,1,5,1,0.6615
12,12,2,23000,11.685,1626,37,14,1,11,1,0.6615
12,12,5,10000,6.5934,2056,42,12,0,3,1,0.7715
7,7,4,12048,4.1204,2142,33,10,0,11,0,0.7915
7,12,4,28141,14.688,1740,45,17,1,7.5,0,0.6615
7,7,4,11500,2.7998,2635,37,8,0,7.5,1,0.7815
7,7,0,30000,7.0575,2295,48,12,0,7.5,0,0.5815
10,7,5,18874,8.7912,1864,32,6,0,7.5,0,0.7215
7,12,2,19870,8.656,2195,45,16,1,9.5,1,0.6615
16,16,3,19180,8.3333,1928,38,16,1,9.5,1,0.7215
10,10,0,10000,1.4806,4640,50,12,0,14,0,0.7515
17,16,2,14700,4.183,1795,35,16,1,5,0,0.7215
12,7,0,31106,6.3776,1960,53,10,1,7.5,1,0.6915
10,14,1,42800,14.114,1998,49,16,1,9.5,0,0.5215
17,16,1,33600,7.2805,2880,57,16,0,5,1,0.6215
12,12,1,16073,5.2083,1944,47,10,0,9.5,1,0.7215
12,10,2,17290,7.569,2400,36,12,1,9.5,1,0.7215
12,12,3,51200,8.1633,3000,51,17,1,3,1,0.7515
0,0,2,21800,6.1204,2160,51,7,1,7.5,0,0.6915
7,7,0,12090,6.6288,2028,54,8,1,9.5,0,0.7215
17,14,0,36150,13.061,2350,58,17,1,11,0,0.5815
12,12,2,32242,15.16,2210,46,16,1,7.5,1,0.6615
12,12,0,13250,5.1894,1927,50,10,0,5,1,0.7515
10,7,3,39000,11.864,2360,38,14,1,9,1,0.5515
17,14,1,66300,12.062,1946,40,17,1,14,0,0.4415
12,12,1,42430,9.3235,3193,43,14,1,7.5,1,0.5215
7,7,0,21950,8.3718,2598,51,12,0,5,0,0.6615
10,12,1,17350,6.9079,2230,44,11,1,7.5,1,0.7215
16,14,3,15500,5.3004,2430,33,14,0,5,1,0.7515
7,10,1,29150,14.476,1848,53,12,1,7.5,1,0.61
10,12,2,11431,3.5807,1950,35,10,0,7.5,1,0.7515
10,7,4,30623,13.333,3080,42,17,1,7.5,0,0.6215
12,12,2,26921,12.578,1896,46,16,1,9.5,0,0.6615
3,7,2,18190,4.2975,3644,32,12,0,14,1,0.7215
7,7,4,19600,6.0386,2032,38,8,0,14,1,0.7515
12,12,1,21100,5.0366,2600,55,12,1,5,0,0.7515
12,12,0,30600,7.3529,3120,57,12,1,11,1,0.7215
10,7,0,20155,6.1224,1914,54,12,0,14,1,0.6915
10,12,2,26000,7.1066,1970,32,17,0,5,1,0.6615
10,7,0,33552,14.476,1848,53,12,1,7.5,1,0.6215
3,7,2,16736,6.5934,2115,44,10,1,11,0,0.7515
7,12,2,15830,2.6961,2352,41,10,0,5,0,0.7515
14,14,1,26921,14.181,1904,31,17,1,9.5,1,0.5815
7,7,0,16240,2.217,4368,57,8,0,14,0,0.7215
12,12,2,21768,11.47,1846,45,16,1,7.5,0,0.6915
7,10,2,23820,5.8824,2880,39,12,0,5,1,0.6615
10,7,0,29000,8.0769,1960,57,13,1,5,0,0.5815
7,7,3,15810,9.3204,1694,38,12,1,7.5,1,0.6915
7,7,0,13420,5.6889,2250,55,12,0,5,0,0.7215
16,16,2,8630,2.3669,1690,39,12,1,5,0,0.7915
7,7,2,21800,8.6061,1904,48,14,1,7.5,1,0.6915
10,7,0,23300,4.7364,2880,48,14,1,7.5,1,0.6615
0,7,4,17280,3.4415,3096,37,12,0,3,0,0.7215
7,7,0,26250,6.528,2024,58,10,0,5,1,0.6615
10,7,0,15000,2.7,2500,58,12,0,3,0,0.7215
14,10,2,36000,10.823,1777,34,17,1,14,0,0.5515
7,7,4,21823,9.2567,2012,33,13,1,7.5,0,0.7515
7,17,2,15825,4.7372,2400,54,7,0,14,0,0.7515
7,10,4,26400,11.765,1218,37,12,1,14,1,0.6615
7,7,0,30200,8.9329,2088,52,11,1,7.5,0,0.6915
7,7,0,12807,4.8787,1904,56,8,0,14,0,0.7215
7,7,3,26000,7.9365,3150,39,12,1,11,0,0.6615
7,7,1,35100,6,3390,47,12,1,7.5,1,0.6215
10,10,2,12100,5.087,2216,33,12,0,7.5,0,0.7515
12,12,0,22650,5,1800,50,8,1,9.5,1,0.6915
7,3,3,26000,9.9099,2000,33,10,1,11,1,0.6615
7,7,0,8000,1.8918,2874,52,8,0,7.5,1,0.7515
16,12,2,16500,2.7998,3120,53,16,1,5,0,0.6915
12,12,0,15000,3.9629,2460,56,10,0,7.5,0,0.7215
7,7,0,16576,2.217,4368,57,17,0,7.5,0,0.7215
7,12,1,22800,18,2024,39,17,0,7.5,0,0.6615
3,7,2,16200,3.8911,2570,31,12,1,7.5,1,0.7215
10,7,3,39000,11.864,2450,38,14,1,7.5,0,0.6215
7,7,6,19900,7.7369,1560,39,12,1,7.5,0,0.7215
7,17,0,30018,8.8765,2000,56,16,1,11,1,0.5815
7,7,0,6800,3.8367,2100,45,12,0,7.5,1,0.7515
10,10,1,15980,0.5843,3035,48,9,0,3,1,0.7815
10,7,0,22650,5.7343,1927,53,12,1,11,1,0.6615
7,7,2,15700,6.8099,1920,33,12,1,14,0,0.7515
7,7,1,12092,8.867,1218,32,8,0,7.5,0,0.7515
7,7,0,22650,7.5688,2880,50,17,0,3,0,0.6615
12,12,0,33920,11.945,2080,40,12,1,14,1,0.6615
7,7,2,16860,6.6496,1918,46,10,1,5,0,0.7215
14,16,2,15900,7.971,1777,50,12,0,9.5,0,0.7215
7,3,0,57300,16.5,1000,53,15,1,11,1,0.4415
3,7,3,21972,6.7581,2776,50,12,1,7.5,1,0.6915
7,7,0,16000,2.7998,2064,53,12,1,11,0,0.7215
12,12,1,18600,5.8824,2595,35,16,1,7.5,0,0.6915
12,12,3,26220,7.5449,2039,47,16,1,3,1,0.6615
7,7,2,16640,5.2528,2499,35,8,0,9.5,1,0.7215
7,7,2,26060,6.0453,1985,55,14,1,14,1,0.64
7,7,0,12800,1.3013,3120,54,13,0,7.5,1,0.7215
9,7,4,17080,5.7343,2178,37,8,1,14,0,0.7515
3,7,2,16200,3.3537,2570,31,11,1,7.5,1,0.7215
12,12,2,23675,7.6782,3036,38,16,1,7.5,0,0.6615
12,14,0,15420,4.686,760,60,12,1,9.5,1,0.72
12,12,3,21450,7.4212,2156,37,13,1,9.5,1,0.6615
12,10,3,96000,23.81,2940,53,16,1,5,1,0.4415
12,14,2,18900,5.8824,2860,33,14,0,11,0,0.7515
12,12,0,17730,5.2083,1920,58,8,0,9,1,0.7215
7,7,0,21950,8.3718,2300,51,12,0,14,0,0.6615
12,12,2,24350,5.8824,2400,42,12,1,7.5,1,0.6615
12,12,0,24701,9.8765,2430,53,8,0,7.5,0,0.6615
7,14,2,22600,7,2184,41,12,0,9.5,1,0.6915
7,7,0,19840,5.3527,1984,49,12,0,7.5,1,0.6915
10,10,0,12800,3,3000,47,8,0,7.5,0,0.7215
7,7,1,16200,8.4986,1765,49,12,1,5,0,0.7215
7,7,1,12092,8.867,1218,47,8,0,3,0,0.7515
7,7,4,31700,7.2562,2550,42,11,1,9.5,1,0.6215
7,7,0,21823,4.053,2640,51,12,0,3,1,0.7215
12,12,2,35000,10,2783,49,16,1,7.5,0,0.5515
12,12,1,13399,3.9838,2223,53,10,0,9.5,0,0.7715
7,7,4,33600,11.4,3644,40,12,1,7.5,0,0.6215
12,12,1,26080,8.547,2106,30,17,0,7.5,1,0.6215
7,12,3,24580,5.8824,2040,46,12,0,9.5,1,0.7215
12,14,4,30800,11.765,1530,33,16,1,5,0,0.7215
7,7,0,18100,6.917,2115,51,8,1,9.5,1,0.72
7,10,1,24125,8.9835,1512,48,10,1,11,1,0.6615
10,7,3,14300,8.8458,760,43,12,1,11,0,0.7515
10,12,2,27092,13.298,2060,38,12,1,5,0,0.7215
7,7,2,37752,7.2296,2805,59,12,0,3,0,0.5215
7,7,2,6000,3.2027,1110,39,15,0,14,0,0.7815
12,12,2,24106,9.1667,1520,32,16,1,9.5,1,0.6615
7,7,3,57300,7.9709,2677,50,17,1,7.5,1,0.5215
12,12,2,27850,8.5102,2794,31,13,0,7.5,0,0.6215
17,12,1,31600,8.4986,3000,51,16,1,11,1,0.6215
12,7,0,50750,18.724,2016,47,16,1,11,0,0.4915
7,7,3,17200,4.686,2200,42,12,1,7.5,1,0.7215
7,7,3,16150,3.8864,2007,37,12,0,11,1,0.7515
7,7,1,16240,6.2339,1880,46,12,0,7.5,0,0.7215
7,12,0,20900,6.6496,2047,52,12,1,11,1,0.6615
12,10,2,20883,11.322,2640,49,14,1,7.5,0,0.6915
10,0,0,16308,6.0468,2223,39,7,1,14,1,0.6915
14,12,1,19180,5.6025,2385,52,12,1,7.5,1,0.6615
12,12,1,23100,5.5,2000,39,9,0,3,1,0.6615
7,7,0,21900,10.01,2088,55,11,1,5,0,0.6615
12,12,2,21520,8.279,2156,38,14,1,11,1,0.6915
12,16,0,21600,11.945,1920,56,13,1,7.5,0,0.6615
12,16,1,43550,12.801,2364,45,12,0,14,1,0.4915
16,3,1,28900,8.8119,2054,48,9,1,7.5,1,0.6215
7,12,2,10000,2.7507,2860,44,16,1,9.5,0,0.7815
7,7,2,24751,7.8039,2007,57,10,1,5,0,0.6615
7,7,1,28700,8.6382,1968,54,12,1,11,1,0.6615
3,7,0,26201,7.0252,1920,42,12,1,9.5,1,0.6215
14,7,0,25490,9.2105,2880,52,12,1,7.5,1,0.5815
7,7,1,16150,5.0408,2817,55,13,0,7.5,0,0.7215
10,7,1,23920,8.0092,1748,48,14,1,9.5,1,0.6915
12,12,1,21025,5.1042,2400,59,12,1,14,1,0.6615
7,3,0,9380,6.7407,1261,53,6,1,9.5,0,0.7515
7,10,0,14000,7.3651,1575,49,10,0,14,0,0.7215
16,12,2,21850,7.2285,2280,39,12,0,5,0,0.6915
0,0,1,13400,4.287,2286,40,12,0,14,0,0.7515
7,16,0,19500,4.3945,3150,54,12,0,3,1,0.7215
7,7,4,15000,1.9854,3366,37,13,1,5,0,0.7215
12,12,0,26100,7.9365,2205,47,15,1,11,1,0.6215
7,7,3,8009,2.7408,2840,38,12,0,14,1,0.7815
14,12,1,29850,14.181,1904,46,12,1,9.5,1,0.5515
9,12,3,24400,3.5807,3072,40,13,0,7.5,1,0.6915
17,14,1,35020,10.022,2342,49,17,1,14,1,0.5815
7,7,0,11950,8.7912,1520,52,12,1,11,0,0.7215
16,12,0,24760,4.7101,2272,52,12,1,7.5,1,0.6615
7,7,0,19000,7.5833,2400,53,12,1,7.5,0,0.7215
3,10,0,8117,2.1194,2470,60,10,1,7.5,1,0.7515
12,16,2,13440,3.6846,3020,34,12,0,7.5,1,0.7215
7,12,4,20300,3.9161,2123,40,10,0,3,1,0.6915
12,12,3,20610,8.279,2000,35,16,1,14,1,0.6915
10,7,3,19820,11.244,1080,43,12,1,7.5,0,0.7515
7,12,4,24760,10.24,2412,36,14,1,5,0,0.6915
7,12,4,19870,6.5511,2450,37,17,1,11,1,0.6615
7,7,0,22650,7.5688,1984,50,13,1,3,1,0.6615
7,7,3,24479,5.5,2467,50,14,1,14,1,0.6915
7,7,0,33671,6.277,2350,55,12,1,14,1,0.6215
12,12,3,13579,6.6182,2750,32,12,0,7.5,0,0.7215
12,12,3,42100,12.801,2666,42,17,1,14,1,0.5515
7,7,0,26060,5.3864,3390,47,12,1,7.5,1,0.6215
14,12,0,52645,13.907,2520,50,16,1,9.5,1,0.4415
7,12,4,24701,4.7103,2470,49,10,0,9.5,1,0.6915
12,12,2,15652,4.7883,1984,42,12,0,7.5,1,0.7215
16,16,2,14756,2.7998,3185,42,17,1,9,1,0.7215
7,7,1,12092,8.867,1218,32,8,0,3,0,0.7515
